Budget
"$1,000,000 (estimated)"
"$1,020,000 (estimated)"
"$1,034,000 (estimated)"
"$1,039,000 (estimated)"
"$1,050,000 (estimated)"
"$1,065,000 (estimated)"
"$1,073,000 (estimated)"
"$1,100,000 (estimated)"
"$1,103,000 (estimated)"
"$1,114,000 (estimated)"
"$1,125,000 (estimated)"
"$1,140,000 (estimated)"
"$1,164,000 (estimated)"
"$1,168,000 (estimated)"
"$1,169,935 (estimated)"
"$1,173,639 (estimated)"
"$1,200,000 (estimated)"
"$1,202,007 (estimated)"
"$1,210,000 (estimated)"
"$1,214,899 (estimated)"
"$1,232,000 (estimated)"
"$1,243,000 (estimated)"
"$1,250,000 (estimated)"
"$1,261,000 (estimated)"
"$1,271,000 (estimated)"
"$1,288,000 (estimated)"
"$1,300,000 (estimated)"
"$1,330,000 (estimated)"
"$1,344,000 (estimated)"
"$1,365,000 (estimated)"
"$1,377,800 (estimated)"
"$1,400,000 (estimated)"
"$1,453,000 (estimated)"
"$1,475,000 (estimated)"
"$1,486,000 (estimated)"
"$1,499,000 (estimated)"
"$1,500 (estimated)"
"$1,500,000 (estimated)"
"$1,520,000 (estimated)"
"$1,570,000 (estimated)"
"$1,585,000 (estimated)"
"$1,590,000 (estimated)"
"$1,600,000 (estimated)"
"$1,631,000 (estimated)"
"$1,644,736 (estimated)"
"$1,645,000 (estimated)"
"$1,650,000 (estimated)"
"$1,661,530 (estimated)"
"$1,680,000 (estimated)"
"$1,683,000 (estimated)"
"$1,685,000 (estimated)"
"$1,696,377 (estimated)"
"$1,700,000 (estimated)"
"$1,705,000 (estimated)"
"$1,720,000 (estimated)"
"$1,750,000 (estimated)"
"$1,752,000 (estimated)"
"$1,800,000 (estimated)"
"$1,805,000 (estimated)"
"$1,831,927 (estimated)"
"$1,850,000 (estimated)"
"$1,870,000 (estimated)"
"$1,900,000 (estimated)"
"$1,910,000 (estimated)"
"$1,920,000 (estimated)"
"$1,950,000 (estimated)"
"$1,985,000 (estimated)"
"$10,000 (estimated)"
"$10,000,000 (estimated)"
"$10,200,000 (estimated)"
"$10,205,000 (estimated)"
"$10,400,000 (estimated)"
"$10,500,000 (estimated)"
"$10,600,000 (estimated)"
"$10,700,000 (estimated)"
"$10,800,000 (estimated)"
"$10,900,000 (estimated)"
"$10,920,000 (estimated)"
"$10,990,000 (estimated)"
"$100,000 (estimated)"
"$100,000,000 (estimated)"
"$102,000,000 (estimated)"
"$103,000,000 (estimated)"
"$105,000,000 (estimated)"
"$107,000,000 (estimated)"
"$108,000,000 (estimated)"
"$109,000,000 (estimated)"
"$11,000,000 (estimated)"
"$11,200,000 (estimated)"
"$11,500,000 (estimated)"
"$11,700,000 (estimated)"
"$11,715,578 (estimated)"
"$11,800,000 (estimated)"
"$110,000 (estimated)"
"$110,000,000 (estimated)"
"$111,000 (estimated)"
"$112,000,000 (estimated)"
"$113,000,000 (estimated)"
"$114,000 (estimated)"
"$115,000,000 (estimated)"
"$116,000,000 (estimated)"
"$117,000,000 (estimated)"
"$12,000 (estimated)"
"$12,000,000 (estimated)"
"$12,164,000 (estimated)"
"$12,500,000 (estimated)"
"$12,600,000 (estimated)"
"$12,700,000 (estimated)"
"$12,800,000 (estimated)"
"$12,902,809 (estimated)"
"$120,000 (estimated)"
"$120,000,000 (estimated)"
"$121,000 (estimated)"
"$123,000,000 (estimated)"
"$125,000 (estimated)"
"$125,000,000 (estimated)"
"$126,000,000 (estimated)"
"$127,000,000 (estimated)"
"$127,500,000 (estimated)"
"$13,000,000 (estimated)"
"$13,200,000 (estimated)"
"$13,282,712 (estimated)"
"$13,300,000 (estimated)"
"$13,430,000 (estimated)"
"$13,500,000 (estimated)"
"$13,800,000 (estimated)"
"$130,000 (estimated)"
"$130,000,000 (estimated)"
"$132,000,000 (estimated)"
"$133,000 (estimated)"
"$133,000,000 (estimated)"
"$134,000 (estimated)"
"$135,000 (estimated)"
"$135,000,000 (estimated)"
"$137,000,000 (estimated)"
"$139,000,000 (estimated)"
"$14,000,000 (estimated)"
"$14,100,000 (estimated)"
"$14,200,000 (estimated)"
"$14,400,000 (estimated)"
"$14,500,000 (estimated)"
"$14,600,000 (estimated)"
"$14,700,000 (estimated)"
"$14,800,000 (estimated)"
"$140,000 (estimated)"
"$140,000,000 (estimated)"
"$142,000,000 (estimated)"
"$144,000,000 (estimated)"
"$145,000,000 (estimated)"
"$145,786 (estimated)"
"$149,000,000 (estimated)"
"$15,000 (estimated)"
"$15,000,000 (estimated)"
"$15,500,000 (estimated)"
"$15,600,000 (estimated)"
"$15,650,000 (estimated)"
"$15,670,000 (estimated)"
"$15,700,000 (estimated)"
"$150,000 (estimated)"
"$150,000,000 (estimated)"
"$155,000,000 (estimated)"
"$16,000,000 (estimated)"
"$16,200,000 (estimated)"
"$16,400,000 (estimated)"
"$16,500,000 (estimated)"
"$16,600,000 (estimated)"
"$16,700,000 (estimated)"
"$16,800,000 (estimated)"
"$160,000 (estimated)"
"$160,000,000 (estimated)"
"$163,000,000 (estimated)"
"$165,000,000 (estimated)"
"$169,000 (estimated)"
"$17,000 (estimated)"
"$17,000,000 (estimated)"
"$17,010,000 (estimated)"
"$17,080,000 (estimated)"
"$17,300,000 (estimated)"
"$17,500,000 (estimated)"
"$17,700,000 (estimated)"
"$17,900,000 (estimated)"
"$170,000,000 (estimated)"
"$175,000 (estimated)"
"$175,000,000 (estimated)"
"$176,000,000 (estimated)"
"$178,000,000 (estimated)"
"$18,000 (estimated)"
"$18,000,000 (estimated)"
"$18,026,148 (estimated)"
"$18,500,000 (estimated)"
"$180,000 (estimated)"
"$180,000,000 (estimated)"
"$185,000,000 (estimated)"
"$188,000 (estimated)"
"$19,000 (estimated)"
"$19,000,000 (estimated)"
"$19,100,000 (estimated)"
"$19,250,000 (estimated)"
"$19,300,000 (estimated)"
"$19,400,000 (estimated)"
"$19,500,000 (estimated)"
"$19,700,000 (estimated)"
"$19,800,000 (estimated)"
"$190,000,000 (estimated)"
"$195,000,000 (estimated)"
"$195,845 (estimated)"
"$196,000 (estimated)"
"$2,000,000 (estimated)"
"$2,016,000 (estimated)"
"$2,070,000 (estimated)"
"$2,100,000 (estimated)"
"$2,111,250 (estimated)"
"$2,125,000 (estimated)"
"$2,169,120 (estimated)"
"$2,195,000 (estimated)"
"$2,200,000 (estimated)"
"$2,235,000 (estimated)"
"$2,238,813 (estimated)"
"$2,240,000 (estimated)"
"$2,258,000 (estimated)"
"$2,260,000 (estimated)"
"$2,280,000 (estimated)"
"$2,295,304 (estimated)"
"$2,300,000 (estimated)"
"$2,352,625 (estimated)"
"$2,375,000 (estimated)"
"$2,388,000 (estimated)"
"$2,400,000 (estimated)"
"$2,410,000 (estimated)"
"$2,450,000 (estimated)"
"$2,479,000 (estimated)"
"$2,480,421 (estimated)"
"$2,500 (estimated)"
"$2,500,000 (estimated)"
"$2,503,654 (estimated)"
"$2,540,000 (estimated)"
"$2,540,800 (estimated)"
"$2,550,000 (estimated)"
"$2,600,000 (estimated)"
"$2,650,000 (estimated)"
"$2,686,585 (estimated)"
"$2,700,000 (estimated)"
"$2,723,903 (estimated)"
"$2,750,000 (estimated)"
"$2,760,000 (estimated)"
"$2,777,000 (estimated)"
"$2,800,000 (estimated)"
"$2,883,848 (estimated)"
"$2,900,000 (estimated)"
"$20,000 (estimated)"
"$20,000,000 (estimated)"
"$20,500,000 (estimated)"
"$200,000 (estimated)"
"$200,000,000 (estimated)"
"$207,000,000 (estimated)"
"$209,000,000 (estimated)"
"$21,000,000 (estimated)"
"$21,150,000 (estimated)"
"$21,500,000 (estimated)"
"$21,800,000 (estimated)"
"$210,000 (estimated)"
"$210,000,000 (estimated)"
"$215,000,000 (estimated)"
"$217,000 (estimated)"
"$218,869 (estimated)"
"$22,000,000 (estimated)"
"$22,500,000 (estimated)"
"$22,700,000 (estimated)"
"$220,000 (estimated)"
"$220,000,000 (estimated)"
"$225,000,000 (estimated)"
"$226,408 (estimated)"
"$23,000 (estimated)"
"$23,000,000 (estimated)"
"$23,600,000 (estimated)"
"$230,000 (estimated)"
"$230,000,000 (estimated)"
"$237,000,000 (estimated)"
"$238,000 (estimated)"
"$24,000,000 (estimated)"
"$24,500,000 (estimated)"
"$240,000 (estimated)"
"$242,000 (estimated)"
"$245,000 (estimated)"
"$245,000,000 (estimated)"
"$25,000 (estimated)"
"$25,000,000 (estimated)"
"$25,100,000 (estimated)"
"$25,500,000 (estimated)"
"$25,530,000 (estimated)"
"$250,000 (estimated)"
"$250,000,000 (estimated)"
"$258,000,000 (estimated)"
"$26,000,000 (estimated)"
"$26,350,000 (estimated)"
"$260,000,000 (estimated)"
"$27,000 (estimated)"
"$27,000,000 (estimated)"
"$27,220,000 (estimated)"
"$27,500,000 (estimated)"
"$27,800,000 (estimated)"
"$270,000 (estimated)"
"$270,000,000 (estimated)"
"$275,000 (estimated)"
"$28,000,000 (estimated)"
"$29,000,000 (estimated)"
"$29,500,000 (estimated)"
"$29,750,000 (estimated)"
"$290,000 (estimated)"
"$291,000 (estimated)"
"$3,000,000 (estimated)"
"$3,100,000 (estimated)"
"$3,101,000 (estimated)"
"$3,103,000 (estimated)"
"$3,150,000 (estimated)"
"$3,180,000 (estimated)"
"$3,200,000 (estimated)"
"$3,227,000 (estimated)"
"$3,230,000 (estimated)"
"$3,251,794 (estimated)"
"$3,300,000 (estimated)"
"$3,319,355 (estimated)"
"$3,352,254 (estimated)"
"$3,400,000 (estimated)"
"$3,440,000 (estimated)"
"$3,500,000 (estimated)"
"$3,520,000 (estimated)"
"$3,525,000 (estimated)"
"$3,550,000 (estimated)"
"$3,585,000 (estimated)"
"$3,600,000 (estimated)"
"$3,700,000 (estimated)"
"$3,716,946 (estimated)"
"$3,750,000 (estimated)"
"$3,800,000 (estimated)"
"$3,842,000 (estimated)"
"$3,900,000 (estimated)"
"$3,950,000 (estimated)"
"$3,977,000 (estimated)"
"$30,000 (estimated)"
"$30,000,000 (estimated)"
"$30,250,000 (estimated)"
"$300,000 (estimated)"
"$300,000,000 (estimated)"
"$31,000,000 (estimated)"
"$31,190,000 (estimated)"
"$31,500,000 (estimated)"
"$310,607 (estimated)"
"$32,000,000 (estimated)"
"$32,500,000 (estimated)"
"$320,000 (estimated)"
"$325,000 (estimated)"
"$325,927 (estimated)"
"$328,033 (estimated)"
"$33,000 (estimated)"
"$33,000,000 (estimated)"
"$33,100,000 (estimated)"
"$34,000 (estimated)"
"$34,000,000 (estimated)"
"$34,200,000 (estimated)"
"$340,000 (estimated)"
"$343,000 (estimated)"
"$35,000 (estimated)"
"$35,000,000 (estimated)"
"$35,200,000 (estimated)"
"$350,000 (estimated)"
"$355,000 (estimated)"
"$36,000,000 (estimated)"
"$360,000 (estimated)"
"$37,000,000 (estimated)"
"$37,500,000 (estimated)"
"$37,665,000 (estimated)"
"$370,000 (estimated)"
"$375,000 (estimated)"
"$379,000 (estimated)"
"$38,000,000 (estimated)"
"$38,600,000 (estimated)"
"$382,262 (estimated)"
"$385,907 (estimated)"
"$39,000,000 (estimated)"
"$39,200,000 (estimated)"
"$392,000 (estimated)"
"$397,024 (estimated)"
"$4,000,000 (estimated)"
"$4,015,000 (estimated)"
"$4,041,000 (estimated)"
"$4,100,000 (estimated)"
"$4,150,000 (estimated)"
"$4,200,000 (estimated)"
"$4,240,000 (estimated)"
"$4,258,000 (estimated)"
"$4,260,000 (estimated)"
"$4,300,000 (estimated)"
"$4,340,000 (estimated)"
"$4,400,000 (estimated)"
"$4,474,000 (estimated)"
"$4,490,375 (estimated)"
"$4,500,000 (estimated)"
"$4,550,000 (estimated)"
"$4,600,000 (estimated)"
"$4,638,783 (estimated)"
"$4,653,000 (estimated)"
"$4,690,000 (estimated)"
"$4,700,000 (estimated)"
"$4,800,000 (estimated)"
"$4,900,000 (estimated)"
"$4,999,278 (estimated)"
"$40,000 (estimated)"
"$40,000,000 (estimated)"
"$40,600,000 (estimated)"
"$40,997,769 (estimated)"
"$400,000 (estimated)"
"$403,000 (estimated)"
"$41,000,000 (estimated)"
"$41,300,000 (estimated)"
"$410,000 (estimated)"
"$417,000 (estimated)"
"$42,000 (estimated)"
"$42,000,000 (estimated)"
"$420,000 (estimated)"
"$422,000 (estimated)"
"$424,000 (estimated)"
"$425,000 (estimated)"
"$43,000,000 (estimated)"
"$430,000 (estimated)"
"$433,000 (estimated)"
"$435,000 (estimated)"
"$439,000 (estimated)"
"$44,000,000 (estimated)"
"$44,500,000 (estimated)"
"$45,000 (estimated)"
"$45,000,000 (estimated)"
"$450,000 (estimated)"
"$455,000 (estimated)"
"$46,000 (estimated)"
"$46,000,000 (estimated)"
"$46,630,000 (estimated)"
"$47,000,000 (estimated)"
"$475,000 (estimated)"
"$48,000,000 (estimated)"
"$49,000,000 (estimated)"
"$49,900,000 (estimated)"
"$5,000,000 (estimated)"
"$5,019,770 (estimated)"
"$5,037,000 (estimated)"
"$5,100,000 (estimated)"
"$5,115,000 (estimated)"
"$5,200,000 (estimated)"
"$5,250,000 (estimated)"
"$5,300,000 (estimated)"
"$5,355,000 (estimated)"
"$5,400,000 (estimated)"
"$5,500,000 (estimated)"
"$5,600,000 (estimated)"
"$5,740,000 (estimated)"
"$5,760,000 (estimated)"
"$5,800,000 (estimated)"
"$5,860,000 (estimated)"
"$5,900,000 (estimated)"
"$5,952,000 (estimated)"
"$50,000 (estimated)"
"$50,000,000 (estimated)"
"$50,100,000 (estimated)"
"$50,200,000 (estimated)"
"$500,000 (estimated)"
"$51,000,000 (estimated)"
"$52,000,000 (estimated)"
"$520,000 (estimated)"
"$53,000,000 (estimated)"
"$54,000,000 (estimated)"
"$546,883 (estimated)"
"$55,000,000 (estimated)"
"$550,000 (estimated)"
"$56,000,000 (estimated)"
"$56,600,000 (estimated)"
"$560,000 (estimated)"
"$565,000 (estimated)"
"$57,000,000 (estimated)"
"$58,000 (estimated)"
"$58,000,000 (estimated)"
"$58,800,000 (estimated)"
"$59,000,000 (estimated)"
"$6,000 (estimated)"
"$6,000,000 (estimated)"
"$6,100,000 (estimated)"
"$6,200,000 (estimated)"
"$6,244,087 (estimated)"
"$6,300,000 (estimated)"
"$6,400,000 (estimated)"
"$6,428,966 (estimated)"
"$6,500,000 (estimated)"
"$6,538,513 (estimated)"
"$6,600,000 (estimated)"
"$6,700,000 (estimated)"
"$6,788,000 (estimated)"
"$6,800,000 (estimated)"
"$6,900,000 (estimated)"
"$60,000 (estimated)"
"$60,000,000 (estimated)"
"$60,795,000 (estimated)"
"$600,000 (estimated)"
