Title,Rating,Popularity,Budget,Gross Worldwide,URL,Runtime_minutes,ROI,Director_main,Writer_main,Star_main,Genre_main
Închisoarea îngerilor,9.3,55.0,25000000.0,29334033.0,https://www.imdb.com/title/tt0111161/,142,1.17336132,Frank Darabont,Stephen King,Tim Robbins,Epic
Cavalerul negru,9.1,92.0,185000000.0,1009242873.0,https://www.imdb.com/title/tt0468569/,152,5.455366881081081,Christopher Nolan,Jonathan Nolan,Christian Bale,Action Epic
Începutul,8.8,84.0,160000000.0,839786473.0,https://www.imdb.com/title/tt1375666/,148,5.24866545625,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio,Action Epic
Fight Club - Sala de lupte,8.8,148.0,63000000.0,101321009.0,https://www.imdb.com/title/tt0137523/,139,1.608269984126984,David Fincher,Chuck Palahniuk,Edward Norton,Dark Comedy
Pulp Fiction,8.8,141.0,8000000.0,213928762.0,https://www.imdb.com/title/tt0110912/,154,26.74109525,Quentin Tarantino,Quentin Tarantino,Tim Roth,Dark Comedy
Forrest Gump,8.8,231.0,55000000.0,678226465.0,https://www.imdb.com/title/tt0109830/,142,12.331390272727273,Robert Zemeckis,Winston Groom,Tom Hanks,Epic
Stăpânul inelelor: Frăția inelului,8.9,106.0,93000000.0,889469951.0,https://www.imdb.com/title/tt0120737/,178,9.564193021505377,Peter Jackson,J.R.R. Tolkien,Alan Howard,Action Epic
Matrix,8.7,207.0,63000000.0,467845851.0,https://www.imdb.com/title/tt0133093/,136,7.426124619047619,Lana Wachowski,Lilly Wachowski,Keanu Reeves,Action Epic
Stăpânul inelelor: Întoarcerea regelui,9.0,312.0,94000000.0,1139427855.0,https://www.imdb.com/title/tt0167260/,201,12.121572925531915,Peter Jackson,J.R.R. Tolkien,Noel Appleby,Action Epic
Nașul,9.2,56.0,6000000.0,250924773.0,https://www.imdb.com/title/tt0068646/,175,41.8207955,Francis Ford Coppola,Mario Puzo,Marlon Brando,Epic
Cavalerul negru: Legenda renaște,8.4,381.0,250000000.0,1115050227.0,https://www.imdb.com/title/tt1345836/,164,4.460200908,Christopher Nolan,Jonathan Nolan,Christian Bale,Action Epic
Stăpânul inelelor: Cele două turnuri,8.8,507.0,94000000.0,938828326.0,https://www.imdb.com/title/tt0167261/,179,9.987535382978724,Peter Jackson,J.R.R. Tolkien,Bruce Allpress,Action Epic
Se7en,8.6,95.0,33000000.0,328982944.0,https://www.imdb.com/title/tt0114369/,127,9.969180121212121,David Fincher,Andrew Kevin Walker,Morgan Freeman,Cop Drama
Răzbunătorii,8.0,734.0,220000000.0,1520538536.0,https://www.imdb.com/title/tt0848228/,143,6.9115388,Joss Whedon,Joss Whedon,Robert Downey Jr.,Action Epic
Gladiatorul,8.5,268.0,103000000.0,465516248.0,https://www.imdb.com/title/tt0172495/,155,4.519575223300971,Ridley Scott,David Franzoni,Russell Crowe,Action Epic
Batman - Începuturi,8.2,340.0,150000000.0,375545613.0,https://www.imdb.com/title/tt0372784/,140,2.50363742,Christopher Nolan,Bob Kane,Christian Bale,Action Epic
Django dezlănțuit,8.5,233.0,100000000.0,426076293.0,https://www.imdb.com/title/tt1853728/,165,4.26076293,Quentin Tarantino,Quentin Tarantino,Jamie Foxx,Dark Comedy
Interstellar: Călătorind prin univers,8.7,78.0,165000000.0,759161023.0,https://www.imdb.com/title/tt0816692/,169,4.600975896969697,Christopher Nolan,Jonathan Nolan,Ellen Burstyn,Adventure Epic
Războiul stelelor - Episodul IV: O nouă speranță,8.6,477.0,11000000.0,775398507.0,https://www.imdb.com/title/tt0076759/,121,70.49077336363636,George Lucas,George Lucas,Mark Hamill,Action Epic
Tăcerea mieilor,8.6,86.0,19000000.0,272742922.0,https://www.imdb.com/title/tt0102926/,118,14.354890631578947,Jonathan Demme,Thomas Harris,Jodie Foster,Police Procedural
Avatar,7.9,510.0,237000000.0,2923710708.0,https://www.imdb.com/title/tt0499549/,162,12.336332101265823,James Cameron,James Cameron,Sam Worthington,Action Epic
Ticăloși fără glorie,8.4,109.0,70000000.0,321460744.0,https://www.imdb.com/title/tt0361748/,153,4.592296342857143,Quentin Tarantino,Quentin Tarantino,Brad Pitt,Dark Comedy
Salvați soldatul Ryan,8.6,453.0,70000000.0,482352390.0,https://www.imdb.com/title/tt0120815/,169,6.890748428571428,Steven Spielberg,Robert Rodat,Tom Hanks,Epic
Cârtița,8.5,145.0,90000000.0,292095942.0,https://www.imdb.com/title/tt0407887/,151,3.2455104666666665,Martin Scorsese,William Monahan,Leonardo DiCaprio,Cop Drama
Lista lui Schindler,9.0,167.0,22000000.0,322161245.0,https://www.imdb.com/title/tt0108052/,195,14.643692954545454,Steven Spielberg,Thomas Keneally,Liam Neeson,Docudrama
Memento,8.4,282.0,9000000.0,40060108.0,https://www.imdb.com/title/tt0209144/,113,4.451123111111111,Christopher Nolan,Christopher Nolan,Guy Pearce,Psychological Thriller
Prestigiul,8.5,156.0,40000000.0,109676311.0,https://www.imdb.com/title/tt0482571/,130,2.741907775,Christopher Nolan,Jonathan Nolan,Hugh Jackman,Period Drama
Războiul stelelor - Episodul V: Imperiul contraatacă,8.7,712.0,18000000.0,550016086.0,https://www.imdb.com/title/tt0080684/,124,30.556449222222223,Irvin Kershner,Leigh Brackett,Mark Hamill,Action Epic
Frumusețe americană,8.3,396.0,15000000.0,356296601.0,https://www.imdb.com/title/tt0169547/,122,23.753106733333333,Sam Mendes,Alan Ball,Kevin Spacey,Dark Comedy
Pirații din Caraibe: Blestemul Perlei Negre,8.1,266.0,140000000.0,654264546.0,https://www.imdb.com/title/tt0325980/,143,4.673318185714286,Gore Verbinski,Ted Elliott,Johnny Depp,Sea Adventure
Titanic,7.9,261.0,200000000.0,2264812968.0,https://www.imdb.com/title/tt0120338/,194,11.32406484,James Cameron,James Cameron,Leonardo DiCaprio,Disaster
V de la Vendetta,8.1,779.0,54000000.0,134686457.0,https://www.imdb.com/title/tt0434409/,132,2.494193648148148,James McTeigue,Lilly Wachowski,Natalie Portman,Action Epic
Nașul: Partea a II-a,9.0,258.0,13000000.0,48152659.0,https://www.imdb.com/title/tt0071562/,202,3.704050692307692,Francis Ford Coppola,Francis Ford Coppola,Al Pacino,Epic
Insula Shutter,8.2,163.0,80000000.0,294978537.0,https://www.imdb.com/title/tt1130884/,138,3.6872317125,Martin Scorsese,Laeta Kalogridis,Leonardo DiCaprio,Psychological Thriller
Povestea X a Americii,8.5,434.0,20000000.0,23875714.0,https://www.imdb.com/title/tt0120586/,119,1.1937857,Tony Kaye,David McKenna,Edward Norton,Prison Drama
Culoarul morții,8.6,238.0,60000000.0,286801374.0,https://www.imdb.com/title/tt0120689/,189,4.7800229,Frank Darabont,Stephen King,Tom Hanks,Period Drama
Lupul de pe Wall Street,8.2,195.0,100000000.0,407039432.0,https://www.imdb.com/title/tt0993846/,180,4.07039432,Martin Scorsese,Terence Winter,Leonardo DiCaprio,Dark Comedy
Terminatorul 2: Ziua judecății,8.6,423.0,102000000.0,517778573.0,https://www.imdb.com/title/tt0103064/,137,5.076260519607843,James Cameron,James Cameron,Arnold Schwarzenegger,Action Epic
Suspecți de serviciu,8.5,178.0,6000000.0,23342724.0,https://www.imdb.com/title/tt0114814/,106,3.890454,Bryan Singer,Christopher McQuarrie,Stephen Baldwin,Caper
Inimă neînfricată,8.3,484.0,72000000.0,213216216.0,https://www.imdb.com/title/tt0112573/,178,2.961336333333333,Mel Gibson,Randall Wallace,James Robinson,Action Epic
Kill Bill: Volumul 1,8.2,371.0,30000000.0,180908413.0,https://www.imdb.com/title/tt0266697/,111,6.030280433333333,Quentin Tarantino,Quentin Tarantino,Uma Thurman,Kung Fu
Înapoi în viitor,8.5,229.0,19000000.0,385053307.0,https://www.imdb.com/title/tt0088763/,116,20.26596352631579,Robert Zemeckis,Robert Zemeckis,Michael J. Fox,High-Concept Comedy
Băieți buni,8.7,223.0,25000000.0,47075248.0,https://www.imdb.com/title/tt0099685/,145,1.88300992,Martin Scorsese,Nicholas Pileggi,Robert De Niro,Docudrama
Leon,8.5,257.0,16000000.0,20330788.0,https://www.imdb.com/title/tt0110413/,110,1.27067425,Luc Besson,Luc Besson,Jean Reno,Gangster
WALL-E,8.4,760.0,180000000.0,527403656.0,https://www.imdb.com/title/tt0910970/,98,2.930020311111111,Andrew Stanton,Andrew Stanton,Ben Burtt,Adventure Epic
Al șaselea simț,8.2,169.0,40000000.0,672806432.0,https://www.imdb.com/title/tt0167404/,107,16.8201608,M. Night Shyamalan,M. Night Shyamalan,Bruce Willis,Psychological Drama
Jocurile foamei,7.2,317.0,78000000.0,695220619.0,https://www.imdb.com/title/tt1392170/,142,8.91308485897436,Gary Ross,Gary Ross,Stanley Tucci,Dystopian Sci-Fi
Omul de fier,7.9,753.0,140000000.0,585796247.0,https://www.imdb.com/title/tt0371746/,126,4.1842589071428575,Jon Favreau,Mark Fergus,Robert Downey Jr.,Action Epic
În căutarea lui Nemo,8.2,973.0,94000000.0,941637960.0,https://www.imdb.com/title/tt0266543/,100,10.017425106382978,Andrew Stanton,Andrew Stanton,Albert Brooks,Animal Adventure
Războiul stelelor - Episodul VI: Întoarcerea lui Jedi,8.3,1351.0,32500000.0,482466382.0,https://www.imdb.com/title/tt0086190/,131,14.845119446153847,Richard Marquand,Lawrence Kasdan,Mark Hamill,Action Epic
Zbor deasupra unui cuib de cuci,8.7,343.0,3000000.0,109129807.0,https://www.imdb.com/title/tt0073486/,133,36.37660233333333,Milos Forman,Lawrence Hauben,Michael Berryman,Dark Comedy
Gardienii galaxiei,8.0,471.0,170000000.0,773350376.0,https://www.imdb.com/title/tt2015381/,121,4.54911985882353,James Gunn,James Gunn,Chris Pratt,Quest
Truman Show,8.2,412.0,60000000.0,264118712.0,https://www.imdb.com/title/tt0120382/,103,4.401978533333334,Peter Weir,Andrew Niccol,Jim Carrey,Dark Comedy
Strălucirea eternă a minții neprihănite,8.3,354.0,20000000.0,73068668.0,https://www.imdb.com/title/tt0338013/,108,3.6534334,Michel Gondry,Charlie Kaufman,Jim Carrey,Dark Romance
Deasupra tuturor,8.3,956.0,175000000.0,735103954.0,https://www.imdb.com/title/tt1049413/,96,4.200594022857143,Pete Docter,Pete Docter,Edward Asner,Buddy Comedy
Profesioniștii crimei,8.3,482.0,1200000.0,2940735.0,https://www.imdb.com/title/tt0105236/,99,2.4506125,Quentin Tarantino,Quentin Tarantino,Harvey Keitel,Gangster
Indiana Jones și căutătorii arcei pierdute,8.4,560.0,18000000.0,389925971.0,https://www.imdb.com/title/tt0082971/,115,21.662553944444443,Steven Spielberg,Lawrence Kasdan,Harrison Ford,Action Epic
Sin City,8.0,854.0,40000000.0,158733820.0,https://www.imdb.com/title/tt0401792/,124,3.9683455,Frank Miller,Frank Miller,Jessica Alba,Serial Killer
Regele Leu,8.5,674.0,45000000.0,979161373.0,https://www.imdb.com/title/tt0110357/,88,21.759141622222224,Roger Allers,Irene Mecchi,Rowan Atkinson,Adventure Epic
Vagabondul milionar,8.0,1508.0,15000000.0,378411362.0,https://www.imdb.com/title/tt1010048/,120,25.227424133333333,Danny Boyle,Simon Beaufoy,Dev Patel,Coming-of-Age
Hobbitul: O călătorie neașteptată,7.8,667.0,180000000.0,1017453991.0,https://www.imdb.com/title/tt0903624/,169,5.6525221722222225,Peter Jackson,Fran Walsh,Ian McKellen,Adventure Epic
Povestea jucăriilor,8.3,751.0,30000000.0,401157969.0,https://www.imdb.com/title/tt0114709/,81,13.3719323,John Lasseter,John Lasseter,Tom Hanks,Buddy Comedy
Jurassic Park,8.2,313.0,63000000.0,1104379926.0,https://www.imdb.com/title/tt0107290/,127,17.529840095238097,Steven Spielberg,Michael Crichton,Sam Neill,Dinosaur Adventure
Nu există țară pentru bătrâni,8.2,177.0,25000000.0,171635011.0,https://www.imdb.com/title/tt0477348/,122,6.86540044,Ethan Coen,Joel Coen,Tommy Lee Jones,Contemporary Western
O minte sclipitoare,8.2,554.0,58000000.0,316791257.0,https://www.imdb.com/title/tt0268978/,135,5.461918224137931,Ron Howard,Akiva Goldsman,Russell Crowe,Docudrama
Strălucirea,8.4,114.0,19000000.0,48037888.0,https://www.imdb.com/title/tt0081505/,146,2.528309894736842,Stanley Kubrick,Stephen King,Jack Nicholson,Psychological Drama
300: Eroii de la Termopile,7.6,940.0,65000000.0,456082343.0,https://www.imdb.com/title/tt0416449/,117,7.0166514307692305,Zack Snyder,Zack Snyder,Gerard Butler,Action Epic
Bunul Will Hunting,8.3,193.0,10000000.0,225933435.0,https://www.imdb.com/title/tt0119217/,126,22.5933435,Gus Van Sant,Matt Damon,Matt Damon,Coming-of-Age
Unde dai și unde crapă,8.2,436.0,7500000.0,83558617.0,https://www.imdb.com/title/tt0208092/,104,11.141148933333334,Guy Ritchie,Guy Ritchie,Ade,Caper
Executorul/Terminatorul,8.1,428.0,6400000.0,78371200.0,https://www.imdb.com/title/tt0088247/,107,12.2455,James Cameron,James Cameron,Arnold Schwarzenegger,Artificial Intelligence
Greu de ucis,8.2,607.0,28000000.0,143651650.0,https://www.imdb.com/title/tt0095016/,132,5.130416071428572,John McTiernan,Roderick Thorp,Bruce Willis,Dark Comedy
Compania monștrilor,8.1,585.0,115000000.0,579771043.0,https://www.imdb.com/title/tt0198781/,92,5.041487330434783,Pete Docter,Pete Docter,John Goodman,Buddy Comedy
Marea mahmureala,7.7,478.0,35000000.0,469329059.0,https://www.imdb.com/title/tt1119646/,100,13.409401685714286,Todd Phillips,Jon Lucas,Bradley Cooper,Raunchy Comedy
Gravity: Misiune în spațiu,7.7,1586.0,100000000.0,723753370.0,https://www.imdb.com/title/tt1454468/,91,7.2375337,Alfonso Cuarón,Alfonso Cuarón,Sandra Bullock,Disaster
Donnie Darko,8.0,350.0,6000000.0,7419910.0,https://www.imdb.com/title/tt0246578/,113,1.2366516666666667,Richard Kelly,Richard Kelly,Jake Gyllenhaal,Psychological Drama
Requiem pentru un vis,8.3,275.0,4500000.0,7391471.0,https://www.imdb.com/title/tt0180093/,102,1.642549111111111,Darren Aronofsky,Hubert Selby Jr.,Ellen Burstyn,Psychological Drama
Fata dispărută,8.1,140.0,61000000.0,370890259.0,https://www.imdb.com/title/tt2267998/,149,6.080168180327869,David Fincher,Gillian Flynn,Ben Affleck,Erotic Thriller
Alien,8.5,256.0,11000000.0,109293095.0,https://www.imdb.com/title/tt0078748/,117,9.935735909090909,Ridley Scott,Dan O'Bannon,Tom Skerritt,Alien Invasion
Războiul stelelor - Episodul VII: Trezirea Forței,7.7,1362.0,245000000.0,2071310218.0,https://www.imdb.com/title/tt2488496/,138,8.454327420408163,J.J. Abrams,Lawrence Kasdan,Harrison Ford,Action Epic
Gran Torino,8.1,1541.0,33000000.0,269958228.0,https://www.imdb.com/title/tt1205489/,116,8.180552363636364,Clint Eastwood,Nick Schenk,Clint Eastwood,Dark Comedy
Portocala mecanică,8.2,637.0,2200000.0,27035204.0,https://www.imdb.com/title/tt0066921/,136,12.28872909090909,Stanley Kubrick,Stanley Kubrick,Malcolm McDowell,Dark Comedy
Iron Man - Omul de oțel 3,7.1,1674.0,200000000.0,1215577205.0,https://www.imdb.com/title/tt1300854/,130,6.077886025,Shane Black,Drew Pearce,Robert Downey Jr.,Superhero
Lebăda neagră,8.0,574.0,13000000.0,330213626.0,https://www.imdb.com/title/tt0947798/,108,25.401048153846155,Darren Aronofsky,Mark Heyman,Natalie Portman,Psychological Drama
Mad Max: Drumul furiei,8.1,575.0,150000000.0,380456026.0,https://www.imdb.com/title/tt1392190/,120,2.5363735066666666,George Miller,George Miller,Tom Hardy,Action Epic
Man of Steel: Eroul,7.1,907.0,225000000.0,670145518.0,https://www.imdb.com/title/tt0770828/,143,2.9784245244444443,Zack Snyder,David S. Goyer,Henry Cavill,Action Epic
Omul Păianjen,7.4,512.0,139000000.0,810923968.0,https://www.imdb.com/title/tt0145487/,121,5.833985381294964,Sam Raimi,Stan Lee,Tobey Maguire,Superhero
Povestea jucăriilor 3,8.3,1402.0,200000000.0,1067316101.0,https://www.imdb.com/title/tt0435761/,103,5.336580505,Lee Unkrich,John Lasseter,Tom Hanks,Computer Animation
Harry Potter și Talismanele Morții: Partea a II-a,8.1,516.0,125000000.0,1342505340.0,https://www.imdb.com/title/tt1201607/,130,10.74004272,David Yates,Steve Kloves,Ralph Fiennes,Action Epic
Scarface,8.3,449.0,50000000.0,66443303.0,https://www.imdb.com/title/tt0086250/,170,1.32886606,Brian De Palma,Oliver Stone,Al Pacino,Drug Crime
Marele Lebowski,8.1,413.0,15000000.0,48261691.0,https://www.imdb.com/title/tt0118715/,117,3.2174460666666667,Joel Coen,Ethan Coen,Jeff Bridges,Buddy Comedy
Thor,7.0,1408.0,150000000.0,449326618.0,https://www.imdb.com/title/tt0800369/,115,2.995510786666667,Kenneth Branagh,Ashley E. Miller,Chris Hemsworth,Action Epic
Războiul stelelor - Episodul I: Amenințarea fantomei,6.5,817.0,115000000.0,1046515409.0,https://www.imdb.com/title/tt0120915/,136,9.100133991304348,George Lucas,George Lucas,Liam Neeson,Action Epic
Amélie,8.3,848.0,10000000.0,175419630.0,https://www.imdb.com/title/tt0211915/,122,17.541963,Jean-Pierre Jeunet,Guillaume Laurant,Audrey Tautou,French
Scenariu pentru happy-end,7.7,1442.0,21000000.0,236412453.0,https://www.imdb.com/title/tt1045658/,122,11.257735857142857,David O. Russell,David O. Russell,Bradley Cooper,Dark Comedy
Orașul zeilor,8.6,301.0,660000.0,30681033.0,https://www.imdb.com/title/tt0317248/,130,46.486413636363636,Kátia Lund,Bráulio Mantovani,Alexandre Rodrigues,Portuguese
District 9,7.9,1209.0,30000000.0,210889681.0,https://www.imdb.com/title/tt1136608/,112,7.0296560333333336,Neill Blomkamp,Neill Blomkamp,Sharlto Copley,Action Epic
Legenda vie,7.2,1373.0,150000000.0,585498742.0,https://www.imdb.com/title/tt0480249/,101,3.903324946666667,Francis Lawrence,Mark Protosevich,Will Smith,Action Epic
Prinde-mă! Dacă poți!,8.1,454.0,52000000.0,352114312.0,https://www.imdb.com/title/tt0264464/,141,6.771429076923077,Steven Spielberg,Frank Abagnale Jr.,Leonardo DiCaprio,Caper
007: Coordonata Skyfall,7.8,378.0,200000000.0,1108594137.0,https://www.imdb.com/title/tt1074638/,143,5.542970685,Sam Mendes,Neal Purvis,Daniel Craig,Globetrotting Adventure
Pirații din Caraibe: Cufărul Omului Mort,7.4,1052.0,225000000.0,1066179747.0,https://www.imdb.com/title/tt0383574/,151,4.738576653333333,Gore Verbinski,Ted Elliott,Johnny Depp,Adventure Epic
Iron Man: Omul de oțel 2,6.9,1922.0,200000000.0,623933331.0,https://www.imdb.com/title/tt1228705/,124,3.119666655,Jon Favreau,Justin Theroux,Robert Downey Jr.,Action Epic
Războiul stelelor - Episodul III: Răzbunarea Lorzilor Sith,7.6,1244.0,113000000.0,905595947.0,https://www.imdb.com/title/tt0121766/,140,8.014123424778761,George Lucas,George Lucas,Ewan McGregor,Action Epic
X-Men: Cei dintâi,7.7,1701.0,160000000.0,352616690.0,https://www.imdb.com/title/tt1270798/,131,2.2038543125,Matthew Vaughn,Ashley E. Miller,James McAvoy,Period Drama
Indiana Jones și ultima cruciadă,8.2,1016.0,48000000.0,474171806.0,https://www.imdb.com/title/tt0097576/,127,9.878579291666666,Steven Spielberg,Jeffrey Boam,Harrison Ford,Action Epic
Transformers - Războiul lor în lumea noastră,7.1,724.0,150000000.0,709709780.0,https://www.imdb.com/title/tt0418279/,144,4.7313985333333335,Michael Bay,Roberto Orci,Shia LaBeouf,Action Epic
X-Men: Viitorul este trecut,7.9,1991.0,200000000.0,746045700.0,https://www.imdb.com/title/tt1877832/,132,3.7302285,Bryan Singer,Simon Kinberg,Hugh Jackman,Dystopian Sci-Fi
Kill Bill: Volumul 2,8.0,1213.0,30000000.0,152161179.0,https://www.imdb.com/title/tt0378194/,137,5.0720393,Quentin Tarantino,Quentin Tarantino,Vivica A. Fox,Kung Fu
Primul răzbunător,6.9,719.0,140000000.0,370569774.0,https://www.imdb.com/title/tt0458339/,124,2.646926957142857,Joe Johnston,Christopher Markus,Chris Evans,Action Epic
Șoferul de taxi,8.2,336.0,1300000.0,28979798.0,https://www.imdb.com/title/tt0075314/,114,22.29215230769231,Martin Scorsese,Paul Schrader,Diahnne Abbott,Psychological Drama
Star Trek,7.9,850.0,150000000.0,385681768.0,https://www.imdb.com/title/tt0796366/,127,2.571211786666667,J.J. Abrams,Roberto Orci,Chris Pine,Space Sci-Fi
Discursul regelui,8.0,1761.0,15000000.0,414245125.0,https://www.imdb.com/title/tt1504320/,118,27.616341666666667,Tom Hooper,David Seidler,Colin Firth,Docudrama
"Cel bun, cel rău, cel urât",8.8,373.0,1200000.0,25273906.0,https://www.imdb.com/title/tt0060196/,161,21.061588333333333,Sergio Leone,Luciano Vincenzoni,Eli Wallach,Action Epic
Invincibilii,8.5,380.0,10450000.0,426590315.0,https://www.imdb.com/title/tt1675434/,112,40.82203971291866,Olivier Nakache,Olivier Nakache,François Cluzet,French
Jocurile foamei: Sfidarea,7.5,1228.0,130000000.0,869070923.0,https://www.imdb.com/title/tt1951264/,146,6.685160946153847,Francis Lawrence,Simon Beaufoy,Jennifer Lawrence,Dystopian Sci-Fi
Pianistul,8.5,422.0,35000000.0,120098945.0,https://www.imdb.com/title/tt0253474/,150,3.4313984285714287,Roman Polanski,Ronald Harwood,Adrien Brody,Docudrama
Primul Răzbunător 2: Al Doilea Război,7.7,1323.0,170000000.0,714421503.0,https://www.imdb.com/title/tt1843866/,136,4.202479429411765,Anthony Russo,Christopher Markus,Chris Evans,Action Epic
Ultimatumul lui Bourne,8.0,1847.0,110000000.0,442824138.0,https://www.imdb.com/title/tt0440963/,115,4.025673981818182,Paul Greengrass,Tony Gilroy,Matt Damon,One-Person Army Action
Alien 2 - Misiune de pedeapsă,8.4,502.0,18500000.0,131060248.0,https://www.imdb.com/title/tt0090605/,137,7.08433772972973,James Cameron,James Cameron,Sigourney Weaver,Alien Invasion
Cum să îți dresezi dragonul,8.1,325.0,165000000.0,494879860.0,https://www.imdb.com/title/tt0892769/,98,2.9992718787878787,Dean DeBlois,William Davies,Jay Baruchel,Action Epic
Glonţ cu cămaşă metalică,8.2,590.0,30000000.0,50875563.0,https://www.imdb.com/title/tt0093058/,116,1.6958521,Stanley Kubrick,Stanley Kubrick,Matthew Modine,Dark Comedy
Teroare in Paris,7.7,1284.0,25000000.0,226837760.0,https://www.imdb.com/title/tt0936501/,90,9.0735104,Pierre Morel,Luc Besson,Liam Neeson,One-Person Army Action
Hobbitul: Dezolarea lui Smaug,7.8,1559.0,225000000.0,959079095.0,https://www.imdb.com/title/tt1170358/,161,4.262573755555556,Peter Jackson,Fran Walsh,Ian McKellen,Adventure Epic
O fată de milioane,8.1,1249.0,30000000.0,216763646.0,https://www.imdb.com/title/tt0405159/,132,7.2254548666666665,Clint Eastwood,Paul Haggis,Clint Eastwood,Boxing
Rețeaua de socializare,7.8,798.0,40000000.0,224927749.0,https://www.imdb.com/title/tt1285016/,120,5.623193725,David Fincher,Aaron Sorkin,Jesse Eisenberg,Docudrama
Incredibilii,8.0,701.0,92000000.0,631688498.0,https://www.imdb.com/title/tt0317705/,115,6.866179326086956,Brad Bird,Brad Bird,Craig T. Nelson,Computer Animation
Sherlock Holmes,7.5,981.0,90000000.0,524028679.0,https://www.imdb.com/title/tt0988045/,128,5.822540877777778,Guy Ritchie,Michael Robert Johnson,Robert Downey Jr.,Whodunnit
Hotel Grand Budapest,8.1,426.0,25000000.0,174567384.0,https://www.imdb.com/title/tt2278388/,99,6.98269536,Wes Anderson,Stefan Zweig,Ralph Fiennes,Quirky Comedy
Ratatouille,8.1,542.0,150000000.0,623738973.0,https://www.imdb.com/title/tt0382932/,111,4.15825982,Brad Bird,Brad Bird,Patton Oswalt,Animal Adventure
Ted,6.9,1347.0,50000000.0,549368315.0,https://www.imdb.com/title/tt1637725/,106,10.9873663,Seth MacFarlane,Seth MacFarlane,Mark Wahlberg,Buddy Comedy
Pirații din Caraibe: La capătul lumii,7.1,1247.0,300000000.0,961691209.0,https://www.imdb.com/title/tt0449088/,169,3.2056373633333335,Gore Verbinski,Ted Elliott,Johnny Depp,Adventure Epic
Casino Royale,8.0,248.0,150000000.0,616585752.0,https://www.imdb.com/title/tt0381061/,144,4.11057168,Martin Campbell,Neal Purvis,Daniel Craig,Globetrotting Adventure
Deadpool,8.0,748.0,58000000.0,782837347.0,https://www.imdb.com/title/tt1431045/,108,13.497195637931034,Tim Miller,Rhett Reese,Ryan Reynolds,Dark Comedy
Trainspotting - Din viață scapă cine poate,8.1,926.0,1875000.0,16992984.0,https://www.imdb.com/title/tt0117951/,93,9.0629248,Danny Boyle,Irvine Welsh,Ewan McGregor,Dark Comedy
Marțianul,8.0,367.0,108000000.0,630621406.0,https://www.imdb.com/title/tt3659388/,144,5.839087092592592,Ridley Scott,Drew Goddard,Matt Damon,Space Sci-Fi
Labirintul lui Pan,8.2,397.0,19000000.0,83863565.0,https://www.imdb.com/title/tt0457430/,118,4.413871842105263,Guillermo del Toro,Guillermo del Toro,Ivana Baquero,Spanish
Shrek,7.9,772.0,60000000.0,488977919.0,https://www.imdb.com/title/tt0126029/,90,8.149631983333334,Andrew Adamson,William Steig,Mike Myers,Adult Animation
Jocul codurilor,8.0,723.0,14000000.0,233555708.0,https://www.imdb.com/title/tt2084970/,114,16.68255057142857,Morten Tyldum,Graham Moore,Benedict Cumberbatch,Period Drama
Ziua Z: Apocalipsa,7.0,764.0,190000000.0,540455876.0,https://www.imdb.com/title/tt0816711/,116,2.844504610526316,Marc Forster,Matthew Michael Carnahan,Brad Pitt,Disaster
Războiul stelelor - Episodul II: Atacul clonelor,6.6,1827.0,115000000.0,653780724.0,https://www.imdb.com/title/tt0121765/,142,5.685049773913043,George Lucas,George Lucas,Ewan McGregor,Action Epic
Armata celor 12 maimuțe,8.0,1097.0,29000000.0,168839459.0,https://www.imdb.com/title/tt0114746/,129,5.822050310344828,Terry Gilliam,Chris Marker,Joseph Melito,Cyberpunk
Vânătorul de recompense,8.1,418.0,28000000.0,41784325.0,https://www.imdb.com/title/tt0083658/,117,1.4922973214285715,Ridley Scott,Hampton Fancher,Harrison Ford,Artificial Intelligence
Razbunatorii: Sub semnul lui Ultron,7.3,1263.0,250000000.0,1405018048.0,https://www.imdb.com/title/tt2395427/,141,5.620072192,Joss Whedon,Joss Whedon,Robert Downey Jr.,Artificial Intelligence
Strania poveste a lui Benjamin Button,7.8,1104.0,150000000.0,335802786.0,https://www.imdb.com/title/tt0421715/,166,2.23868524,David Fincher,Eric Roth,Cate Blanchett,Epic
Prometeus,7.0,616.0,130000000.0,403354469.0,https://www.imdb.com/title/tt1446714/,124,3.1027266846153845,Ridley Scott,Jon Spaihts,Noomi Rapace,Sci-Fi Epic
Fargo,8.1,654.0,7000000.0,60611975.0,https://www.imdb.com/title/tt0116282/,98,8.65885357142857,Joel Coen,Ethan Coen,William H. Macy,Cop Drama
X-Men,7.3,1387.0,75000000.0,296339528.0,https://www.imdb.com/title/tt0120903/,104,3.9511937066666665,Bryan Singer,Tom DeSanto,Hugh Jackman,Superhero
Argo,7.7,864.0,44500000.0,232325503.0,https://www.imdb.com/title/tt1024648/,120,5.220797820224719,Ben Affleck,Chris Terrio,Ben Affleck,Docudrama
Uimitorul Om-Paianjen,6.9,1004.0,230000000.0,758725893.0,https://www.imdb.com/title/tt0948470/,136,3.2988082304347826,Marc Webb,James Vanderbilt,Andrew Garfield,Superhero
Apocalipsul acum,8.4,429.0,31500000.0,105202235.0,https://www.imdb.com/title/tt0078788/,147,3.339753492063492,Francis Ford Coppola,John Milius,Marlon Brando,Adventure Epic
